"Product_Name","texts"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It's been a month and so far the phone is doing very good."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","DO NOT BUY THIS IPHONE !I've had it for two weeks and is a piece of junk:-The audio does not work most of the time (especially when using headphones).-It does not connect to Wi-Fi at times.-Safari app crashes constantly.-Battery runs out quickly once it reaches 50 %. Do not buy it. Be smart and buy a new one. I am returning this piece of junk."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","great starter phone for an 11 year old."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","All was perfect"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone was ina good package and works well. Just make sure to configure everything correctly."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Was supposed to be gsm unlocked phone, turns out it was for sprint. So it doesn't work for what i need, eventhough it stated it was for those networks in the description!!!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Perfect condition !!!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I have purchased two. One worked well. The other kept freezing."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Product was exactly as expected & quick delivery!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good evening I'm just receiving this iPhone and it's a Verizon iPhone and it's locked.. I need your help to return this item and buy the unlocked cell..."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","When I received this phone I was very impressed by how well the outside of the phone looked. It looked new. Unfortunately when I turned it on there were a few very faint but noticible yellow lines going down the screen. I returned it because I was nervous that this could become a major issue in the future."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone is not unlock to any network I purchase now I have to pay to get it unlock"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I actually am very happy with it, I got it for my little sister, who really wanted it.I was iffy at first but it works well and it looks great. Will be adding pictures later."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I received my order with 100% satisfaction. Thank you very much. Rafael González"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone was in amazing condition!! is unlocked but WILL NOT work with Verizon. It is a GSM phone which means only services like T-Mobile and AT&T will be able to activate it"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Item as described, fast shipping, excellent customer service. Highly recommend!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","wrest phone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","the iphone came with the power/ sleep button bad so i had to paid 6$ to fix it and also the charger came wrong is ther charger of iphone 5s"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Worst!!!Worst!!!Worst...this is not a new phone and it's unlocked AT&T, phone comes with improper packing normal cartron box,After 15 days usage phone charge has defected, now charger is not working, waste of money, do not recommended this seller, since the item is not what they described."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","charger and cable not compatible , so that i buy charger and cable from other store"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","great phone for the price"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This product is sold as being unlocked and compatible with T Mobile. After going through the long process of resetting the phone using itunes, it will not work with the T Mobile SIM card. Useless!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)",NA
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Actually sounds good. Not bass heavy but crisp sound."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It looked fine but after couple of days there is no media sound. It went to head set mode and could not reset back to normal. Hardware problem????"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Didn't work. Bad seller"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This is probably the worst $90 ever spent. First off, I got an empty package so I had to order another one and wait again. Second, the WiFi antenna is damaged, can't connect to WiFi unless i'm next to the router. The screen froze twice the same day alone, and now the screen went completely dark, barely can see some light out of it. This is a completely bad product, or maybe I don't understand ""refurbished"" the same way as this seller."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It is very good product I got"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone looks like new and works perfectly. Just inserted the SIM card from my old phone, went through the easy setup prompts and done!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone came like new.it was unlocked my sim worked and the phone works great so far"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Just received my order for 2 unlocked GSM iPhone 4s & 2 Gorilla glass heavy duty cases. Both phones are Verizon CDMA carrier unlocked which is NOT AT&T or Team Mobile GSM unlocked! Also, 1 of the 2 Gorilla glass case came shattered inside the bubble wrap! Rrrrrrrr😡 Only good thing was package arrived in 24 hours only for me to have to return!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone looks and works like its brand new!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Its 4G phone unlocked and worked fine for tmobile. very good to have it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone was not unlocked when I got it. I had to pay someone $50 in Philippines to unlock it to get it to work there"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I love the phone it works great. But one slight problem. You sent the wrong kind of charger for it. I needed one for an iPhone 4s and you sent Ike for a 5s or newer"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone arrived with the wrong charger and no instructions I have told you this before so don't bother me again"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","iPhone 4s came like new ! Not a scratch on it I'm using it right now it runs perfectly the battery has its moments but overall very pleased"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good price for an iphone. works a whole lot better than my old one. Soon as I get the hang of it, may give it five stars.lol"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Nice phone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Working perfectly!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Didn't get expected product.Sim slot is Jammed. battery life is bad.took hours to chargekept on restarting after few minutes"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","My first review on Amazon after being a customer for over a decade. This is a total fraud, the charger is cheap off the street, as for apple packaging see the picture of attached box and the plastic sleeve it came in."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very good iPhone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Perfect as described!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Thank you very much"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very good deal, as expected."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It's nice and cheap product."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","So far there has been no problem with it what so ever."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone was everything my son wanted. Works great. Thank you!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","There were no head phones"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone looks like new but the wifi doesnt works!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Like brand-new"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I took the phone to the Verizon Store in Lexington SC. They told me they could not activate the phone because it is not one of thier's. what do you suggest I do with this phone?"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Would not recommend got the product and the phone was not even unlocked never again will I buy a phone on amazon"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","love this phone, worked perfectly in central america, just added a local chip and was able to make and receive calls without any problem."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It meets my current needs"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It works! It doesn't hold a charge all day but it is ok for now. Not sure I would buy a refurbished again, especially from this seller due to the under charging."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Bueno"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone works great! No issues so far"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It was as described and works perfect.Thank you very much."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","very good excelent"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I got my iPhone in 1 week and it's excellent juss like brand new👍🏽"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I have used my IPhone 4s until now, but, I'm tried to open this morning. It does not open, I don't why"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Bought the phone but I need the previous owner itune login in order to use the iphone. Who can I contact to get this information or request a new one."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great price, shipping and service! Thank you will buy again"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","After less than 60 days stopped working. Stuck on the Apple logo then turns off."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","No problem so far. So good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Doesn't come on a box dosnt have a charger"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","worked great until it got ground up by a piece of equipment"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Do NOT buy this product from this vendor. It never worked to connect wifi and battery was already worn out."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I'm very happy with my old / new phone thx y'all"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Works as advertised no complaints!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","WIFI did not work and battery could only keep a charge for a small portion of the day. I returned the item."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","works great and looks like new. thanks!!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","On the amazon site, it listed it as a new phone rather than refurbished. Although I wouldn't expect a new phone that is so dated, it should have been listed as refurbished. The phone itself is fine and works well."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Screen is got some problems but other than that it's fine."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Everything works as expected, very please with my purchase."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","MEH I PHONES ARE WERID"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The battery was just horrible. But the seller was easy to work with on a return"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","all good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","all good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","battery was not that good, need to charge twice a day.very narrow screen."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","no work"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone works fine, with iOS 9.3.5 however the 4s is sluggish to keep up with opening apps, google maps for instance does take longer to load, overall it's a little slow, but it all works. The screen does have a yellow hue to it, its not a crisp clear color. I also can't get the idea out of my head that this refurbished phone has proprietary spyware installed to monitor calls, texts and photos, to activate the camera and microphone, pretty much access anything on the phone. It didn't come with an official Apple refurbish phone certification, just came in a bag.The refurbished 4s is a great deal, I'm just paranoid thinking there's a catch."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It is awesome! I have been wanting an iPhone 4s for a while now and finally got the money to buy it. The phone works 100%. You can add a carrier to it. It works just like any other iPhone too"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Llego well but with the default screen calls chokes and reheated too when charging the battery would give me warranty then could not make the claim before because just a week ago I get the product because I am from Venezuela and slow as I can solve this problem?"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Exactly as described. Perfect."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","phone is good work in Ukraine, but charge included for iphone 5! not compatible for this iphone 4s"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","At the moment I have to say its ok,because I have not used it yet. I will activate it in Germany, and hope all goes well, if it is usable and works well,I will re post my review.M.St."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","iPhone is flawless. But the battery doesn't stay long. Only 12hrs standby long. Have to return it. And bought 5c instead."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This phone would not hold a charge. The phone's battery was partially melted and immediately had to buy a new battery. Apparently ""refurbished"" doesn't include a new battery. Very disappointed."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone looks good. Thanks."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Perfect- i love it. I'm looking to buy another one. Thank You!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Works very well in south America!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Very disappointed with the Iphone 4s I get. Its battery is desperately unfuntional- it can stand by only few hours after being full charge."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","We receive without all the accessories and the charge doesn`t complete. You are selling a bad product."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Crappy phone I will not buy anther certified refurbished cell phone."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Mobile is not working as expected .Middle button and over all it too slow.."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone was not unlocked.I was referred to Apple. Apple said, 2 service techs, the phone was still locked to the Cloud. The prices quoted to have device unlocked in the $50 to $200 range. With no guarantee of success.Due to circumstances, the phone was a gift to someone out of the country, I am out the money."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Such a worst experience with this buy. This phone is not unlocked and battery is draining out like anything. Keep away from this dealer.I bought another 4s unlocked from lukki_lukki dealer and it's unlocked and in perfect shape.Returning this! !"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This is an excellent product. It is just like new, but not as costly. I love it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","very good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Nice first phone for a 13 year old. In good working condition. Just a few minor scratches."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","As said in the description. Perfect condition. Very much satisfied. Thank you"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","perfect phone"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","good phones, good cost, but didn't like the packaging although it kept the cost down, so not to bad ."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The phone looks great but it get hot when it used to make phone calls."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excelent product"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I love it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","battery doesn`t hold the charge it gets discharged in few minutes."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","phone didn't work properly"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great us everyone know."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The battery cells must be dead or dying because it can't hold a charge for longer than an hour is being used moderately, or even for more than a few hours is left totally alone."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","this worked great, it started out as a glorified iPod then to my iPhone. No issues with it. worked like a charm"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Everything met expectations came on time and worked great"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Came on time. Works great."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","We ordered a black iPhone and got a white one. Luckily, I ordered a black case for my husband."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great phone, works well, the only issue, we ordered WHITE, and we received BLACK, both original and replacement orders."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone dead on arrival. Only turning on for few seconds when plugged in, with battery at 100% change. Returned same day."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","There is definitely something wrong with the battery. When you charge it to full battery, in about 1 hour it says low battery. And. I think there is also a problem with the microphone. The most disappointing is that I ordered it as a gift, and it did not work properly."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The condition of the phone was near mint but there was something wrong with the battery. I would charge it to full battery and 1 hr later it will say low batt. So basically I need to have a outlet near me at all times.."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","the iphone does not work, its not been 2 or 3 months I bought it and it does not work at all now.. gets switched off even with full battery, and screen shows loading sign with no other display..."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Not factory unlock not working gsm carriers"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I bought this phone amd I've not even had it two months and the speaker has already gone out of it."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","everything is good clean no straches--however, the battery doesnt hold a charge longer than about three hours at a time"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Many people said ""why are you buying 4s now?"", but I just had this need for an iPhone and purchased this. As the result, I am pretty happy about it. It works fine and the phone is brand new. It's delivered very quickly. 5 stars!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","every thing is ok"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Phone is good but they could do better with the charger."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The battery discharge within 45minutes"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Aaa+++"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Ir is a decent phone. My only issue is that the volume keys are sticking after 2 weeks, I do not use them much."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This was listed as an AT&T phone and arrived as a Verizon phone.. Sent it back"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I bought this for my friend it's very goood and the price very nice to meCome with white box .. charge wall and USBAnd the shipping time 👌🏻 In the timeThank you ❤️"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Product not working at all 45 days after purchase. This it the third refurbished product I have purchased and the third time I've been burned. No more."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Its wasnt new. :/"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Excellent product! For $89.00 I have a great smartphone AND it is unlocked! Phone and wifi signals are string. I highly recommend it!"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","At first there were two problems with the product iPhone 4s unlocked I purchased . The WiFi tab was greyed out dim and I can't connect to Internet even I have a sim card with high speed internet and Wi Fi at home. There is no cellular data network tab on the phone to edit the APN. I called Wireless 2 go They told me they had never had this issue before and they were ready to refund me and sent me a label to return the product. After consideration I decided not to return the product. I reset and erased all the the content and network and started activating the iPhone again. It was a hard time! Finally the Wi Fi tab works and the Internet is connected. However when I browsed Google the Wi Fi stopped working and the screen displayed ""could not activate cellular dater network"" . I had to redo everything again. Totally 3 times. Now it is connected to Wi Fi and Internet but I don't know how long this status can maintain. I even dare not to browse Google website on this iphone. I think the shadow of the former carrier is still there even the phone is unlocked. Is there a way to find out the cellular data network tab and APN to solve this problem?Anyway I have to say that this iPhone 4s has a good look and almost no scratches."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","My wife now has a telephone that she enjoys using. Thank you"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","The Battery goes out in 10 minute with a full charge and the processor doesn't function right, it freezes and stuff. It worked okay for about 1 month."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Charger for phone not working properly -"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It comes with issues with the wifi network is not working"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good product"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","This I phone since arrived never work , the battery do not charge . I don't know whatI have to do.I tried but the I phone turn off all the time .Tks"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Exactly as described. Phone in perfect condition and worked immediately with my ATT service."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Good"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","It said unlocked but when I received the phone it was not unlocked and when I tried to contact the seller via email and phone there was no response."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Wont stay charged, Purchased a new battery and it still doesn't stay charged."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I took it to AT&T with my old phone. Out in minutes with the new working phone. have not had any problems."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Extremely happy"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Recieved the product in good shape,Thank you."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","I did not receive any SIM card or any memory card with my Blu Dash m 5 0 Smartphone U S GSM unlocked gold . Pleased send me those items.?"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","excellent"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Awful, not unlocked"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","AS my first iPhone this is fantastic. Easy to use, exactly as described. It's smaller than my previous phones which I failed to research properly.HOWEVER I adore it. I would recommend BluTek to anyone. I bought 2 of these phones and they arrived promptly, in fabulous condition and I was very impressed."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great condition, works perfect. fast delivery seller, 100% recomended"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great phone."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","very good deal"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Bought this in may sim tray dead after a month boooooooo"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Unit looked clean and appears to work just fine. Its the battery I have an issue with. When unit arrived last Tuesday, the battery was rated as Average by the apps called Battery Life which I installed when i booted the unit. Today the battery is already in a Bad state as indicated by the apps. When u refurbish a unit, the battery must be fresh and brand new."
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","solid performance,"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Battery life is pretty short... I'd say 3 hours when using the internet the whole time. If I don't use it much it will last through the day. Other than that, it was unlocked and everything seems to work"
"Apple iPhone 4s 8GB Unlocked Smartphone w/ 8MP Camera, White (Certified Refurbished)","Great phone,,but my speakers don't work, I can't hear anything from it without a headset."
